1_graph	8_frantfreqparm
devis	1.32
devisaient	0.32
devisais	0.03
devisait	0.26
devisant	0.68
devise	5.58
devisent	0.16
deviser	0.29
devises	5.58
devisions	0.06
devisèrent	0.03
devisé	0.03
devoir	52.52
devoirs	20.65
devon	0.13
devons	21.77
devra	21.26
devrai	0.87
devraient	15.26
devrais	18.74
devrait	51.61
devras	0.19
devrez	0.55
devriez	6.74
devrions	2.61
devrons	1.10
devront	11.35
devînmes	0.16
devînt	1.42
dexaméthasone	0.03
dextre	0.94
dextrement	0.06
dextrine	0.03
dextrochère	0.03
dextrogyre	0.03
dextrogyres	0.10
dextrorsum	0.03
dextérité	1.68
dey	1.03
deçà	4.74
dg	0.10
dharma	0.68
dia	1.10
diable	33.58
diablement	0.58
diablerie	0.06
diableries	0.29
diables	2.77
diablesse	0.52
diablesses	0.16
diablotin	0.10
diablotins	0.29
diabolique	2.94
diaboliquement	0.23
diaboliques	1.10
diabolisé	0.03
diabolo	0.48
diabolos	0.26
diabète	2.65
diabètes	0.13
diabétique	0.45
diabétiques	0.48
diabétogène	0.03
diabétologie	0.03
diabétologues	0.06
diachromie	0.03
diachronie	0.87
diachronique	0.84
diachroniquement	0.03
diachroniques	0.06
diacide	0.16
diaconesse	0.06
diaconesses	0.06
diaconie	0.03
diaconies	0.03
diacre	0.77
diacres	0.16
diacritique	0.03
diacritiques	0.03
diacétyle	0.19
diadoque	0.03
diadoques	0.16
diadème	0.84
diadèmes	0.45
diagnose	0.10
diagnoses	0.10
diagnostic	11.94
diagnostics	0.65
diagnostiqua	0.06
diagnostiquaient	0.03
diagnostiquait	0.06
diagnostiquant	0.06
diagnostique	0.39
diagnostiquer	0.45
diagnostiqueraient	0.03
diagnostiques	0.06
diagnostiquèrent	0.06
diagnostiqué	0.29
diagnostiquée	0.10
diagnostiquées	0.03
diagnostiqués	0.06
diagonal	0.42
diagonale	3.23
diagonalement	0.10
diagonales	0.94
diagonaux	0.16
diagramme	5.71
diagrammes	3.23
dialcool	0.10
dialectal	0.10
dialectale	0.06
dialectales	0.13
dialectaux	0.10
dialecte	2.26
dialectes	1.58
dialecticien	0.32
dialecticienne	0.03
dialecticiens	0.16
dialectique	15.77
dialectiquement	0.23
dialectiques	1.26
dialectisation	0.03
dialectiser	0.03
dialectisons	0.03
dialectisé	0.03
dialectisées	0.03
dialectisés	0.03
dialectologie	0.19
dialectologique	0.06
dialectologue	0.10
dialectologues	0.03
diallèle	0.06
dialoguai	0.03
dialoguaient	0.10
dialoguait	0.06
dialoguant	0.16
dialogue	17.94
dialoguent	0.19
dialoguer	0.48
dialoguera	0.03
dialogues	4.29
dialogueurs	0.06
dialoguiste	0.10
dialoguistes	0.06
dialoguât	0.03
dialogué	0.19
dialoguée	0.10
dialoguées	0.13
dialogués	0.03
dialyse	0.16
diam	0.29
diamagnétique	0.16
diamagnétiques	0.29
diamagnétisme	0.19
diamant	12.32
diamantaire	0.65
diamantaires	0.65
diamante	0.06
diamantifère	0.06
diamantifères	0.13
diamantin	0.13
diamantine	0.26
diamantines	0.10
diamantins	0.03
diamants	6.32
diamanté	0.10
diamantée	0.06
diamantées	0.03
diamantés	0.10
diamine	0.16
diams	0.19
diamètre	15.94
diamètres	1.87
diamétral	0.55
diamétrale	0.29
diamétralement	1.39
diamétrales	0.19
diane	9.52
dianes	0.03
diantre	0.32
diapason	1.71
diapasons	0.06
diaphane	1.39
diaphanes	0.45
diaphonie	0.06
diaphragma	0.03
diaphragmation	0.13
diaphragmatique	0.16
diaphragmatiques	0.06
diaphragme	3.06
diaphragmes	0.13
diaphragmés	0.03
diaphysaires	0.03
diaphyse	0.13
diapo	0.03
diaporamas	0.03
diapos	0.10
diapositifs	0.03
diapositives	0.39
diaprant	0.03
diaprure	0.03
diaprures	0.10
diapré	0.10
diaprée	0.16
diaprées	0.06
diaprés	0.19
diapédèse	0.10
diarrhée	2.13
diarrhées	0.77
diarrhéique	0.16
diarrhéiques	0.13
diascope	0.06
diaspora	0.71
diasporas	0.13
diaspores	0.03
diastase	0.97
diastases	2.26
diastasique	0.55
diastasiques	0.16
diastole	0.52
diastolique	0.03
diastoliques	0.03
diathermie	0.10
diathèse	0.03
diathésique	0.03
diathésiques	0.06
diatomique	0.06
diatomiques	0.16
diatomées	1.65
diatonique	0.10
diatribe	0.74
diatribes	0.42
dicastères	0.03
dichotomie	1.48
dichotomies	0.52
dichotomique	0.16
dichotomisation	0.03
dichroïques	0.16
dichroïsme	0.26
dicible	0.26
dico	0.32
dicos	0.03
dicoumarol	0.16
dicta	0.48
dictai	0.06
dictaient	0.19
dictais	0.06
dictait	1.39
dictames	0.06
dictant	0.35
dictaphone	0.13
dictaphones	0.03
dictateur	2.74
dictateurs	0.55
dictatorial	0.32
dictatoriale	0.06
dictatoriales	0.10
dictatoriaux	0.23
dictatrice	0.06
dictature	6.10
dictatures	0.58
dicte	1.77
dictent	0.42
dicter	1.84
dictera	0.13
dicterai	0.13
dicteraient	0.03
dicterait	0.03
dicteras	0.03
dicteront	0.13
dictes	0.13
dictez	0.03
dictiez	0.03
diction	1.48
dictionnaire	9.32
dictionnaires	2.71
dictions	0.03
dicton	0.68
dictons	0.32
dictyosome	0.23
dictyosomes	0.97
dictât	0.03
dictèrent	0.13
dicté	1.68
dictée	4.71
dictées	1.74
dictés	0.55
didactique	1.61
didactiquement	0.03
didactiques	0.74
didactisme	0.03
didactyles	0.03
didelphe	0.03
diduction	0.03
didyme	0.06
didymes	0.13
diencéphale	0.32
diencéphalique	0.13
diencéphaliques	0.03
diesel	7.87
diesels	0.97
dieu	78.26
dieux	32.74
diffamait	0.03
diffamateur	0.13
diffamateurs	0.03
diffamation	0.52
diffamations	0.19
diffamatoire	0.16
diffamatrice	0.03
diffame	0.10
diffament	0.06
diffamer	0.13
diffamé	0.10
diffamée	0.03
diffamées	0.03
diffamés	0.10
difficile	112.00
difficilement	17.61
difficiles	23.90
difficultueuse	0.06
difficultueusement	0.03
difficultueuses	0.06
difficultueux	0.03
difficulté	39.58
difficultés	59.84
diffluence	0.03
diffluences	0.03
diffluent	0.03
diffluente	0.06
difforme	1.03
difformes	0.81
difformité	0.39
difformités	0.35
diffractant	0.03
diffracte	0.13
diffractent	0.13
diffraction	5.19
diffractions	0.06
diffractomètre	0.10
diffracté	0.16
diffractée	0.48
diffractées	0.23
diffractés	0.03
diffringent	0.06
diffringente	0.03
diffus	3.00
diffusa	0.35
diffusaient	0.61
diffusait	1.48
diffusant	0.71
diffusante	0.32
diffusantes	0.35
diffusants	0.06
diffuse	6.90
diffusent	1.10
diffuser	2.52
diffusera	0.10
diffuseraient	0.03
diffuserait	0.03
diffuseront	0.13
diffuses	1.77
diffuseur	0.55
diffuseurs	0.16
diffusez	0.06
diffusibilité	0.03
diffusible	0.06
diffusion	20.19
diffusions	0.23
diffusèrent	0.06
diffusé	1.74
diffusée	1.52
diffusées	1.13
diffusés	1.13
diffère	7.13
diffèrent	7.13
différa	0.16
différaient	1.13
différais	0.10
différait	1.58
différant	1.10
différemment	7.29
différence	62.35
différences	29.58
différencia	0.10
différenciaient	0.32
différenciais	0.03
différenciait	0.65
différenciant	0.32
différenciateur	0.10
différenciatifs	0.03
différenciation	7.16
différenciations	1.45
différenciative	0.06
différencie	2.65
différencient	1.39
différencier	3.19
différencierait	0.10
différencieront	0.10
différencié	1.23
différenciée	1.23
différenciées	1.68
différenciés	2.26
différend	1.13
différends	0.97
différent	33.10
différente	33.10
différentes	85.61
différentiable	0.26
différentiables	0.16
différentiant	0.16
différentiation	0.61
différentiel	3.35
différentielle	6.13
différentielles	3.97
différentiels	1.32
différentier	0.03
différentions	0.03
différents	90.29
différer	3.03
différera	0.16
différeraient	0.13
différerais	0.03
différerait	0.10
différeront	0.06
différions	0.03
différons	0.13
différât	0.03
différèrent	0.03
différé	1.68
différée	1.48
différées	0.29
différés	0.16
dig	0.13
digamma	0.03
digastrique	0.03
digastriques	0.03
digest	0.39
digeste	0.16
digestibilité	0.06
digestible	0.16
digestibles	0.10
digestif	3.97
digestifs	2.74
digestion	5.26
digestions	0.58
digestive	1.10
digestives	0.97
digests	0.13
digital	0.32
digitale	0.23
digitales	1.35
digitaline	0.45
digitations	0.03
digitaux	0.06
digits	0.06
digité	0.03
digitée	0.03
digne	20.94
dignement	2.58
dignes	7.16
dignifie	0.03
dignifier	0.03
dignifié	0.03
dignitaire	1.16
dignitaires	2.45
dignité	24.61
dignités	0.39
digramme	0.23
digrammes	0.52
digresse	0.06
digression	0.45
digressions	1.00
digue	5.10
digues	2.19
diguette	0.06
diguettes	0.03
digère	0.77
digèrent	0.39
digéra	0.03
digérai	0.06
digéraient	0.10
digérais	0.03
digérait	0.45
digérant	0.39
digérer	2.29
digérerait	0.03
digérons	0.03
digérât	0.03
digéré	1.32
digérée	0.55
digérées	0.23
digérés	0.48
diktat	0.13
diktats	0.03
dilacérant	0.06
dilacération	0.10
dilacérée	0.03
dilacérées	0.03
dilapida	0.10
dilapidaient	0.03
dilapidais	0.10
dilapidait	0.10
dilapidation	0.13
dilapide	0.10
dilapident	0.03
dilapider	0.32
dilapidé	0.29
dilapidée	0.10
dilata	0.10
dilatable	0.13
dilataient	0.23
dilatait	0.74
dilatant	0.74
dilatateur	0.10
dilatateurs	0.16
dilatation	3.74
dilatations	0.42
dilatatrice	0.16
dilatatrices	0.16
dilate	1.35
dilatent	0.65
dilater	0.74
dilatera	0.03
dilaterait	0.03
dilatoire	0.52
dilatoires	0.19
dilatât	0.03
dilatèrent	0.06
dilaté	1.06
dilatée	0.74
dilatées	0.65
dilatés	0.74
dilection	0.52
dilemme	2.94
dilemmes	0.19
dilettante	0.58
dilettantes	0.19
dilettantisme	0.32
dilettantismes	0.03
diligemment	0.13
diligence	2.68
diligences	0.94
diligent	0.29
diligente	0.26
diligentes	0.10
diligents	0.13
dilua	0.10
diluaient	0.26
diluait	0.48
diluant	0.23
dilue	0.97
diluent	0.29
diluer	0.48
diluerait	0.03
diluons	0.03
dilution	0.94
dilutions	0.03
diluviale	0.03
diluvien	0.06
diluvienne	0.23
diluviennes	0.19
diluviens	0.03
diluvium	0.10
diluèrent	0.03
dilué	1.35
diluée	1.42
diluées	0.45
dilués	0.35
dimanche	53.35
dimanches	7.81
dimension	25.81
dimensionne	0.03
dimensionnel	0.35
dimensionnelle	0.39
dimensionnelles	0.35
dimensionnels	0.13
dimensionnement	0.06
dimensionner	0.03
dimensionnées	0.13
dimensions	42.97
dimidiée	0.03
diminua	0.94
diminuaient	0.71
diminuais	0.10
diminuait	2.00
diminuant	2.42
diminuantes	0.06
diminue	10.55
diminuendo	0.06
diminuent	2.58
diminuer	12.03
diminuera	0.45
diminueraient	0.06
diminuerait	0.39
diminueront	0.06
diminues	0.03
diminuons	0.10
diminutif	1.00
diminutifs	0.48
diminution	17.16
diminutions	0.81
diminutive	0.06
diminuât	0.16
diminuèrent	0.13
diminué	5.97
diminuée	2.52
diminuées	0.58
diminués	1.03
dimorphisme	0.35
dimère	0.10
dimères	0.06
dinamiteros	0.10
dinanderie	0.03
dinandiers	0.03
dinar	0.10
dinars	0.06
dinde	1.13
dindes	0.71
dindon	0.94
dindonne	0.03
dindonneau	0.06
dindonneaux	0.03
dindonné	0.03
dindons	0.48
dine	0.06
dines	0.13
ding	1.03
dingo	0.84
dingos	0.13
dingue	9.58
dinguer	0.45
dinguerie	0.39
dingueries	0.03
dingues	2.16
dinoflagellés	0.26
dinosaure	0.03
dinosaures	0.32
dinosauriens	0.19
diocèse	1.39
diocèses	0.35
diocésain	0.13
diocésaine	0.10
diocésaines	0.16
diocésains	0.10
diode	0.35
diodes	0.29
diodon	0.16
diogène	0.81
dionysiaque	0.42
dionysiaques	0.16
dionysien	0.03
dionysienne	0.06
dionysies	0.10
dioptre	0.16
dioptries	0.10
dioptrique	0.10
dioptriques	0.03
diorama	0.16
dioramas	0.13
dioscures	0.32
dioïque	0.10
dioïques	0.06
diphasique	0.06
diphtongue	0.13
diphtongues	0.19
diphtongué	0.03
diphtérie	1.16
diphtérique	0.16
diphénol	0.06
diploblastique	0.03
diplocoque	0.03
diplocoques	0.03
diplodocus	0.39
diplomate	4.42
diplomates	4.52
diplomatie	7.68
diplomaties	0.06
diplomatique	10.68
diplomatiquement	0.19
diplomatiques	4.26
diploïde	0.32
diploïdes	0.29
diploïdie	0.06
diplégie	0.03
diplôme	21.71
diplômes	8.10
diplômé	0.81
diplômée	0.26
diplômées	0.35
diplômés	1.81
dipneustes	0.06
dipolaire	0.19
dipolaires	0.19
diptyque	0.23
diptère	0.03
diptères	0.19
dipôle	0.10
dipôles	0.71
dira	21.55
dirai	17.65
diraient	2.06
dirais	10.13
dirait	53.42
diramation	0.06
diras	6.06
dire	784.10
direct	22.52
directe	32.32
directement	68.19
directes	6.68
directeur	55.13
directeurs	15.58
directif	0.16
directifs	0.03
direction	126.06
directionnel	0.10
directionnelles	0.06
directions	18.87
directive	0.97
directives	6.16
directivité	0.42
directo	0.19
directoire	11.74
directoires	0.26
directorial	0.55
directoriale	0.58
directoriaux	0.58
directrice	6.23
directrices	2.42
directs	7.00
dirent	3.87
dires	2.13
direz	6.39
dirhams	0.06
diriez	1.58
dirige	14.45
dirigea	10.35
dirigeable	0.55
dirigeables	0.29
dirigeai	0.84
dirigeaient	1.68
dirigeais	0.39
dirigeait	7.32
dirigeant	6.68
dirigeante	0.81
dirigeantes	1.03
dirigeants	16.55
dirigent	3.58
dirigeons	0.52
diriger	16.16
dirigera	0.52
dirigerai	0.13
dirigeraient	0.06
dirigerait	0.16
dirigeras	0.03
dirigerez	0.03
dirigerons	0.03
dirigeront	0.16
diriges	0.03
dirigez	0.13
dirigeâmes	0.23
dirigeât	0.10
dirigiez	0.06
dirigions	0.16
dirigisme	1.23
dirigiste	0.26
dirigistes	0.10
dirigèrent	1.19
dirigé	9.71
dirigée	10.23
dirigées	3.39
dirigés	3.84
dirimant	0.06
dirimants	0.03
dirions	1.97
dirons	4.10
diront	3.65
dis	260.77
disaient	19.87
disais	38.74
disait	197.55
disant	61.48
discal	0.10
discale	0.03
discales	0.03
discarthroses	0.03
discerna	0.10
discernable	0.81
discernables	0.52
discernai	0.06
discernaient	0.23
discernais	0.45
discernait	1.23
discernant	0.29
discerne	1.97
discernement	3.35
discernements	0.10
discernent	0.45
discerner	7.87
discernera	0.06
discernerais	0.03
discernerait	0.03
discernerons	0.03
discernes	0.03
discernez	0.03
discernions	0.19
discernons	0.32
discernâmes	0.06
discernât	0.03
discernèrent	0.03
discerné	0.90
discernée	0.03
discernées	0.13
discernés	0.06
disciple	6.87
disciples	10.32
disciplina	0.03
disciplinaient	0.03
disciplinaire	3.77
disciplinairement	0.03
disciplinaires	2.06
disciplinait	0.13
disciplinant	0.06
discipline	38.45
disciplinent	0.03
discipliner	0.87
disciplinera	0.03
disciplinerait	0.03
disciplines	19.39
disciplinât	0.03
discipliné	0.84
disciplinée	0.58
disciplinées	0.29
disciplinés	0.68
disco	0.45
discobole	0.16
discographie	0.03
discographique	0.10
discographiques	0.03
discomycètes	0.10
discontinu	1.74
discontinuaient	0.03
discontinuation	0.03
discontinue	2.26
discontinuer	1.26
discontinues	1.23
discontinuité	4.71
discontinuités	0.90
discontinus	0.87
discontinûment	0.03
disconvenance	0.03
disconvenir	0.10
disconviendra	0.03
disconviens	0.10
disconvient	0.03
disconvint	0.03
discophile	0.10
discophiles	0.06
discordance	1.03
discordances	1.26
discordant	0.58
discordante	0.58
discordantes	0.35
discordants	0.94
discorde	1.84
discordes	0.48
discords	0.06
discothèque	1.19
discothèques	0.81
discount	0.10
discounts	0.19
discouraient	0.10
discourait	0.48
discourant	0.16
discoure	0.03
discourent	0.03
discoureur	0.06
discoureurs	0.10
discourez	0.03
discourir	1.23
discours	43.61
discourt	0.06
discourtois	0.10
discourtoise	0.13
discourtoises	0.03
discouru	0.10
discourut	0.03
discoïde	0.06
discret	8.65
discrets	4.03
discriminaient	0.03
discriminant	0.29
discriminantes	0.03
discrimination	3.65
discriminations	0.45
discriminative	0.03
discriminatives	0.03
discriminatoire	0.42
discriminatoires	0.29
discrimine	0.13
discriminer	0.45
discriminerait	0.03
discriminée	0.03
discriminés	0.06
discrète	8.45
discrètement	11.77
discrètes	2.42
discrédit	1.84
discréditait	0.03
discrédite	0.19
discréditer	0.52
discréditèrent	0.10
discrédité	0.35
discréditée	0.19
discréditées	0.10
discrédités	0.06
discrétion	13.52
discrétionnaire	1.32
discrétionnairement	0.03
discrétionnaires	0.23
disculpait	0.06
disculpant	0.06
disculpe	0.06
disculper	0.71
disculpez	0.03
disculpèrent	0.03
discursif	0.19
discursifs	0.06
discursive	0.48
discursives	0.10
discussion	32.97
discussions	15.52
discuta	0.74
discutable	2.03
discutables	1.42
discutai	0.13
discutaient	2.52
discutaillaient	0.06
discutaillait	0.03
discutaillant	0.03
discutaille	0.06
discutaillent	0.03
discutailler	0.19
discutailleries	0.06
discutailleur	0.03
discutailleuse	0.03
discutais	0.19
discutait	2.97
discutant	1.90
discute	4.68
discutent	2.58
discuter	19.16
discutera	0.42
discuterai	0.10
discuteraient	0.03
discuterais	0.03
discuterait	0.26
discuterez	0.03
discuterions	0.03
discuterons	0.39
discuteront	0.10
discutes	0.06
discutez	0.16
discutions	0.55
discutons	0.55
discutâmes	0.23
discutât	0.06
discutèrent	0.61
discuté	4.97
discutée	2.97
discutées	1.74
discutés	1.26
dise	16.06
disent	34.19
disert	0.55
diserte	0.06
disertes	0.06
dises	1.32
disette	2.06
disettes	0.29
diseur	0.16
diseurs	0.13
diseuse	0.32
diseuses	0.06
disgracia	0.03
disgraciaient	0.03
disgraciait	0.03
disgraciant	0.03
disgracie	0.06
disgraciera	0.03
disgracieuse	0.68
disgracieusement	0.10
disgracieuses	0.10
disgracieux	0.77
disgracié	0.58
disgraciée	0.26
disgraciées	0.13
disgraciés	0.16
disgrâce	3.16
disgrâces	0.58
disharmonie	0.06
dishley	0.06
disiez	3.58
disions	5.26
disjoignaient	0.03
disjoignait	0.03
disjoignant	0.13
disjoignent	0.03
disjoindre	0.45
disjoint	0.94
disjointe	0.42
disjointes	1.19
disjoints	0.84
disjoncta	0.06
disjonctais	0.03
disjoncter	0.10
disjoncterait	0.03
disjoncteur	0.35
disjoncteurs	0.10
disjonctif	0.03
disjonction	1.71
disjonctions	0.10
disjoncté	0.06
disjonctée	0.03
dislocation	3.10
dislocations	0.52
disloqua	0.19
disloquai	0.03
disloquaient	0.19
disloquait	0.26
disloquant	0.23
disloque	0.81
disloquent	0.10
disloquer	0.97
disloqueraient	0.06
disloqueront	0.03
disloquât	0.03
disloquèrent	0.13
disloqué	1.48
disloquée	0.65
disloquées	0.58
disloqués	0.74
disons	22.65
disparais	0.52
disparaissaient	3.26
disparaissais	0.32
disparaissait	6.13
disparaissant	3.87
disparaisse	2.00
disparaissent	8.94
disparaisses	0.03
disparaissez	0.61
disparaissiez	0.06
disparaissions	0.16
disparaissons	0.06
disparate	1.74
disparates	3.10
disparaît	17.10
disparaîtra	1.48
disparaîtrai	0.03
disparaîtraient	0.42
disparaîtrais	0.03
disparaîtrait	1.03
disparaître	32.13
disparaîtrez	0.06
disparaîtrons	0.06
disparaîtront	1.06
disparition	24.26
disparitions	0.81
disparité	1.52
disparités	1.29
disparu	46.87
disparue	3.61
disparues	2.39
disparurent	3.71
disparus	4.97
disparut	13.90
disparûmes	0.03
disparût	0.55
dispatching	0.10
dispendieuse	0.23
dispendieusement	0.03
dispendieuses	0.06
dispendieux	0.45
dispensa	0.32
dispensable	0.06
dispensaient	0.29
dispensaire	1.26
dispensaires	0.74
dispensais	0.06
dispensait	1.29
dispensant	0.77
dispensateur	0.26
dispensateurs	0.23
dispensation	0.03
dispensatrice	0.45
dispensatrices	0.13
dispense	5.32
dispensent	1.42
dispenser	3.74
dispensera	0.23
dispenseraient	0.03
dispenserait	0.13
dispenseras	0.03
dispenserons	0.03
dispenseront	0.06
dispenses	0.81
dispensez	0.03
dispensât	0.03
dispensèrent	0.06
dispensé	3.10
dispensée	1.13
dispensées	0.32
dispensés	2.81
dispersa	0.71
dispersaient	0.58
dispersait	0.84
dispersant	0.61
dispersants	0.03
disperse	2.16
dispersement	0.06
dispersent	1.23
disperser	2.81
dispersera	0.06
disperseraient	0.06
disperserait	0.13
disperserons	0.03
disperseront	0.03
disperses	0.06
dispersez	0.06
dispersif	0.42
dispersifs	0.19
dispersion	11.45
dispersions	0.42
dispersives	0.10
dispersât	0.10
dispersèrent	0.74
dispersé	4.13
dispersée	2.45
dispersées	3.06
dispersés	5.48
disponibilité	6.68
disponibilités	2.74
disponible	10.32
disponibles	10.10
dispos	1.00
disposa	1.81
disposai	0.16
disposaient	4.00
disposais	1.52
disposait	8.84
disposant	7.16
disposas	0.03
dispose	28.19
disposent	11.35
disposer	17.71
disposera	0.97
disposerai	0.10
disposeraient	0.19
disposerais	0.16
disposerait	0.94
disposeras	0.03
disposerez	0.13
disposerons	0.06
disposeront	0.32
disposes	0.16
disposez	0.84
disposiez	0.13
disposions	1.06
dispositif	17.52
dispositifs	7.35
disposition	46.61
dispositions	44.00
disposons	3.45
disposâmes	0.03
disposât	0.45
disposèrent	0.29
disposé	10.42
disposée	2.81
disposées	4.61
disposés	9.16
disproportion	1.58
disproportionné	0.58
disproportionnée	0.71
disproportionnées	0.16
disproportionnés	0.19
disproportions	0.16
disputa	0.19
disputaient	2.48
disputait	1.39
disputant	0.94
dispute	5.74
disputent	2.03
disputer	3.23
disputera	0.16
disputeraient	0.06
disputerait	0.16
disputerez	0.03
disputeront	0.06
disputes	3.26
disputeur	0.03
disputeurs	0.13
disputez	0.23
disputions	0.26
disputons	0.23
disputâmes	0.16
disputât	0.10
disputèrent	0.58
disputé	0.90
disputée	0.97
disputées	0.55
disputés	0.77
disquaire	0.29
disquaires	0.35
disqualifiait	0.03
disqualifiant	0.03
disqualification	0.23
disqualifie	0.16
disqualifient	0.06
disqualifier	0.23
disqualifié	0.35
disqualifiée	0.23
disqualifiés	0.06
disque	25.06
disques	20.39
disquette	0.19
dissecteur	0.03
dissection	1.45
dissections	0.26
dissemblable	0.48
dissemblables	2.13
dissemblance	0.55
dissemblances	0.16
dissension	0.19
dissensions	0.84
dissent	0.16
dissentiment	0.23
dissentiments	0.35
dissertaient	0.03
dissertait	0.13
dissertant	0.10
dissertation	2.29
dissertations	0.87
disserte	0.16
dissertent	0.06
disserter	0.61
dissertèrent	0.03
disserté	0.13
dissidence	0.74
dissidences	0.26
dissident	0.26
dissidente	0.32
dissidentes	0.23
dissidents	0.97
dissimilation	0.03
dissimilée	0.03
dissimula	0.81
dissimulables	0.03
dissimulai	0.06
dissimulaient	1.26
dissimulais	0.42
dissimulait	3.68
dissimulant	1.94
dissimulateur	0.03
dissimulation	1.61
dissimulations	0.13
dissimulatrice	0.03
dissimulatrices	0.03
dissimule	3.77
dissimulent	1.71
dissimuler	11.42
dissimulera	0.16
dissimulerais	0.03
dissimulerait	0.19
dissimulerons	0.03
dissimules	0.03
dissimulez	0.06
dissimuliez	0.03
dissimulions	0.16
dissimulons	0.29
dissimulât	0.06
dissimulèrent	0.13
dissimulé	5.45
dissimulée	3.06
dissimulées	1.26
dissimulés	2.32
dissipa	0.94
dissipaient	0.39
dissipait	1.48
dissipant	0.32
dissipateur	0.10
dissipateurs	0.03
dissipatif	0.10
dissipatifs	0.03
dissipation	0.87
dissipations	0.19
dissipe	2.48
dissipent	0.58
dissiper	5.26
dissipera	0.10
dissiperaient	0.06
